PlaceReference,Status,Name,Address,LGA
600679,Entered,"Irvinebank State Treatment Works","Off Jessie Street, Irvinebank","Mareeba Shire Council"
601507,Entered,"Isis District War Memorial and Shire Council Chambers","45 Churchill Street, Childers","Bundaberg Regional Council"
602544,Entered,"Isis Downs Woolshed Complex","Isisford Blackall Road, Isisford","Longreach Regional Council"
602123,Entered,"Isis Masonic Lodge","18 Macrossan Street, Childers","Bundaberg Regional Council"
602837,Entered,"Isisford District Hospital (former)","6 St Agnes Street, Isisford","Longreach Regional Council"
650022,Entered,"Ithaca Creek State School","49 Lugg Street, Bardon","Brisbane City Council"
601209,Entered,"Ithaca Embankments","Latrobe Tce & Fernberg Rd, Paddington","Brisbane City Council"
601199,Entered,"Ithaca Fire Station (former)","140 Enoggera Terrace, Paddington","Brisbane City Council"
602058,Entered,"Ithaca Town Council Chambers and Red Hill Kindergarten (former)","99 Enoggera Terrace, Red Hill","Brisbane City Council"
600274,Entered,"Ithaca War Memorial and Park","Enoggera Terrace, Paddington","Brisbane City Council"
600539,Entered,"Jack & Newell General Store & Petrol Bowser (former)","Grace Street, Herberton","Tablelands Regional Council"
601610,Entered,"Jack and Newell Building (former)","29 Wharf Street, Cairns","Cairns Regional Council"
600423,Entered,"James Cook Historical Museum","Furneaux Street, Cooktown","Cook Shire Council"
600889,Entered,"James Cook University Department of Public Health and Tropical Medicine Building","Clifton Street, Townsville","Townsville City Council"
602581,Entered,"James Sangster Memorial","Downs Street, North Ipswich","Ipswich City Council"
600684,Entered,"James Venture Mulligan's Grave, Mt Molloy Cemetery","Bakers Road, Mount Molloy","Mareeba Shire Council"
600609,Entered,"Jeffery's Building","66-70 Churchill Street, Childers","Bundaberg Regional Council"
602415,Entered,"Jimbour Dry Stone Wall","off Dalby-Jandowae Road, Jimbour","Western Downs Regional Council"
600941,Entered,"Jimbour House","86 Jimbour Station Road, Jimbour East","Western Downs Regional Council"
601814,Entered,"Jimna Fire Tower","Murgon-Kilcoy Road, Jimna","Somerset Regional Council"
602685,Entered,"Jimna Single Men's Barracks (former)","4 Tip Road Jimna, Jimna","Somerset Regional Council"
602776,Entered,"JM Johnston's Sawmill (former) Steam Plant","cnr of Santowski Crescent and the Peninsular Development Road, Mount Molloy","Mareeba Shire Council"
600793,Entered,"John M Headrick & Co. Building (former)","187 East Street, Rockhampton","Rockhampton Regional Council"
600084,Entered,"John Mills Himself Building","40 Charlotte Street, Brisbane City","Brisbane City Council"
600960,Entered,"Johnson's Building","64-70 Palmerin Street, Warwick","Southern Downs Regional Council"
601579,Entered,"Johnstone Shire Hall","70 Rankin Street, Innisfail","Cassowary Coast Regional Council"
600635,Entered,"Jondaryan Homestead","Evanslea Road, Jondaryan","Toowoomba Regional Council"
600633,Entered,"Jondaryan Woolshed","Evanslea Road, Jondaryan","Toowoomba Regional Council"
601855,Entered,"Joseph Morris Mine","Georgetown Mining District, Gilberton","Etheridge Shire Council"
600659,Entered,"Joskeleigh Cemetery","Joskeleigh, Joskeleigh","Livingstone Shire Council"
600211,Entered,"Jubilee Hotel","464-468 St Pauls Terrace, Fortitude Valley","Brisbane City Council"
601895,Entered,"Julius Street Flats New Farm","15 Julius Street, New Farm","Brisbane City Council"
650023,Entered,"Junction Park State School","50 Waldheim Street, Annerley","Brisbane City Council"
602631,Entered,"Kairi Maize Silos","30 Godfrey Road, Kairi","Tablelands Regional Council"
602584,Entered,"Kalinga Park","100 Bertha Street, Wooloowin","Brisbane City Council"
600971,Entered,"Kalkie State School","Bargara Road, Kalkie, Bundaberg","Bundaberg Regional Council"
602400,Entered,"Kangaroo Point Cliffs","Lower River Terrace, Kangaroo Point","Brisbane City Council"
600938,Entered,Kardinia,"11 Victoria Street, North Ward","Townsville City Council"
600862,Entered,"Karingal Chambers","386-388 Ruthven Street, Toowoomba","Toowoomba Regional Council"
602057,Entered,"Keating Residence, Indooroopilly","10-12 Westminster Road, Indooroopilly","Brisbane City Council"
600238,Entered,"Kedron Lodge","123 Nelson Street, Wooloowin","Brisbane City Council"
600597,Entered,Keiraville,"20 Roderick Street, Ipswich","Ipswich City Council"
602196,Entered,"Kelvin Grove Fig Trees and Air Raid Shelter","104A Kelvin Grove Road, Kelvin Grove","Brisbane City Council"
650080,Entered,"Kelvin Grove State College","L'Estrange Terrace, Kelvin Grove","Brisbane City Council"
602043,Entered,"Kenilworth Homestead","Eumundi Kenilworth Road, Kenilworth","Sunshine Coast Regional Council"
600820,Entered,"Kenmore House, Mater Misericordiae Hospital","31 Ward Street, Rockhampton","Rockhampton Regional Council"
600367,Entered,"Kennedy Bridge","Bourbong Street, Bundaberg","Bundaberg Regional Council"
601322,Entered,Kensington,"126 Russell Street, Toowoomba","Toowoomba Regional Council"
600627,Entered,"Kerr's Building","84-86 Churchill Street, Childers","Bundaberg Regional Council"
600462,Entered,"Kidman's Tree of Knowledge","Glengyle Station, Bedourie","Diamantina Shire Council"
600506,Entered,"Kidston State Battery & Township","Georgetown Mining District, Kidston","Etheridge Shire Council"
600016,Entered,"Kilbirnie Homestead","Argoon-Kilburnie Road, Callide","Banana Shire Council"
600638,Entered,"Kilcoy Homestead","Kilcoy-Murgon  Road, Kilcoy","Somerset Regional Council"
600194,Entered,Killarney,"9 Laurel Street, Enoggera","Brisbane City Council"
602070,Entered,Killila,"100 Stoneleigh, Lutwyche","Brisbane City Council"
600819,Entered,Killowen,"86 Ward Street, Rockhampton","Rockhampton Regional Council"
602686,Entered,"Kin Kin Sawmill","1 Sister Tree Creek Road Kin Kin, Kin Kin","Noosa Shire Council"
600225,Entered,Kinauld,"116 Dornoch Terrace, Highgate Hill","Brisbane City Council"
602475,Entered,"King Edward Park Air Raid Shelter","224 Turbot Street, Brisbane City","Brisbane City Council"
602747,Entered,"King's Boarding House (former)","Maidenwell-Cooyar Road, Maidenwell","South Burnett Regional Council"
602809,Entered,"Kingaroy Butter Factory (former)","67 William Street, Kingaroy","South Burnett Regional Council"
602764,Entered,"Kingaroy Peanut Silos","117-131 Haly Street, Kingaroy","South Burnett Regional Council"
602810,Entered,"Kingaroy Shire Council Chambers (former)","Haly Street, Kingaroy","South Burnett Regional Council"
601513,Entered,"Kings Beach Bathing Pavilion","Ormonde Terrace, Kings Beach","Sunshine Coast Regional Council"
600682,Entered,"Kingsborough Battery","off East Street (old), Kingsborough","Mareeba Shire Council"
601495,Entered,"Kingston Pioneer Cemetery","Bega Road, Kingston","Logan City Council"
601477,Entered,Kinkabool,"32-34 Hanlan Street, Surfers Paradise","Gold Coast City Council"
600351,Entered,Kirkston,"23 Rupert Street, Windsor","Brisbane City Council"
601129,Entered,"Kissing Point Fortification & Jezzine Barracks (part)","38-40 Howitt Street, North Ward","Townsville City Council"
601023,Entered,Kitawah,"59 Heath Street, East Brisbane","Brisbane City Council"
602566,Entered,"Klondyke Coke Ovens","Parker Lane, North Ipswich","Ipswich City Council"
601613,Entered,Koongalba,"12 Wharf Street, Yandina","Sunshine Coast Regional Council"
601292,Entered,"Koumala War Memorial","Mumby Street, Koumala","Mackay Regional Council"
601330,Entered,"Kullaroo House","40 Goondoon Street, Gladstone","Gladstone Regional Council"
650081,Entered,"Kuranda Fig Tree Avenue","Coondoo Street, Kuranda","Mareeba Shire Council"
645604,Entered,"Kuridala Township, Hampden Smelter and Mining Complex","Located about 65km south of Cloncurry. Access by the Cloncurry-Dajarra Road, Kuridala","Cloncurry Shire Council"
602461,Entered,"Kurilpa Library","178 Boundary Road, West End","Brisbane City Council"
602827,Entered,Kurrowah,"218 Gladstone Road, Dutton Park","Brisbane City Council"
600602,Entered,Kyeewa,"1 York Street, East Ipswich","Ipswich City Council"
602171,Entered,"La Boite Theatre","69 Hale Street, Petrie Terrace","Brisbane City Council"
600207,Entered,"La Scala","517 Brunswick Street, Fortitude Valley","Brisbane City Council"
602583,Entered,"La Societe Fransaise des Metaux Rares treatment plant (former)",Dimbulah,"Mareeba Shire Council"
600188,Entered,"La Trobe","58 LaTrobe Street, East Brisbane","Brisbane City Council"
601798,Entered,"Lady Bowen Hospital Complex (former)","497-535 Wickham Terrace, Spring Hill","Brisbane City Council"
602236,Entered,"Lagoon Creek Railway Water Supply Facility and Pump Station","cnr Buckle Street, Caboolture","Moreton Bay Regional Council"
645602,Entered,"Lahey's Canungra Sawmill Complex","10-26 Finch Road, Canungra","Scenic Rim Regional Council"
602529,Entered,"Lahey's Canungra Tramway Tunnel","Darlington Range Road, Canungra","Scenic Rim Regional Council"
602857,Entered,"Lake Clarendon State School","35 Lake Clarendon Road, Lake Clarendon","Lockyer Valley Regional Council"
600473,Entered,"Lake Eacham Hotel","6-8 Kehoe Place, Yungaburra","Tablelands Regional Council"
600796,Entered,"Lakes Creek Hotel","431 Lakes Creek Road, North Rockhampton","Rockhampton Regional Council"
601493,Entered,"Lamb Island Pioneer Hall","Lucas Drive, Lamb Island","Redland City Council"
600721,Entered,"Lamington Bridge","Gympie Road to Ferry Street, across Mary River, Maryborough","Fraser Coast Regional Council"
600123,Entered,"Land Administration Building","142 George Street, Brisbane City","Brisbane City Council"
601915,Entered,"Landsborough Shire Council Chambers (former)","6 Maleny Street, Landsborough","Sunshine Coast Regional Council"
600374,Entered,"Landsborough Tree (site of)","Burketown, Burketown","Burke Shire Council"
602716,Entered,"Landsborough's Blazed Tree, Camp 67","Mitchell Highway, Charleville","Murweh Shire Council"
602715,Entered,"Landsborough's Blazed Tree, Camp 69","Mitchell Highway, Bakers Bend","Murweh Shire Council"
601088,Entered,"Langenbaker House","Mitchell Street, Ilfracombe","Longreach Regional Council"
600317,Entered,"Langer House","396 Swann Road, St Lucia","Brisbane City Council"
600957,Entered,"Langham Hotel","133 Palmerin Street, Warwick","Southern Downs Regional Council"
600387,Entered,"Langmorn Homestead","Langmorn  Road, Raglan","Gladstone Regional Council"
650083,Entered,"Laurel Bank Park","cnr West Street, Hill Street and Herries Street, Toowoomba City","Toowoomba Regional Council"
601936,Entered,"Laurel Hill Farmhouse","Ruffles Road, Willow Vale","Gold Coast City Council"
600246,Entered,Leckhampton,"69 Shafston Avenue, Kangaroo Point","Brisbane City Council"
601216,Entered,"Leeke Homestead","Great (South) Keppel Island, Great Keppel Island","Livingstone Shire Council"
600835,Entered,"Leichhardt Tree","Yaldwyn Street, Taroom","Banana Shire Council"
600946,Entered,"Leslie Park","Fitzroy Street, Warwick","Southern Downs Regional Council"
600827,Entered,"Leyburn State School","34 Peter Street, Leyburn","Southern Downs Regional Council"
600583,Entered,"Liberty Hall - Mary Tregear Hostel","84 Limestone Street, Ipswich","Ipswich City Council"
602167,Entered,"Lilyvale Stand Monument","Lilyvale Road, Capella","Central Highlands Regional Council"
600562,Entered,"Lime Kiln Remains","82 Chermside Road, Ipswich","Ipswich City Council"
602701,Entered,"Linville War Memorial","George Street, Linville","Somerset Regional Council"
602160,Entered,"Lion Brewery (former)","719-741 Flinders Street, Townsville","Townsville City Council"
600171,Entered,"Lister House","79 Wickham Terrace, Spring Hill","Brisbane City Council"
600606,Entered,"Little Ipswich State School","12 Omar Street, West Ipswich","Ipswich City Council"
602784,Entered,"Little Sea Hill Lighthouse","Sea Hill Point, Curtis Island","Gladstone Regional Council"
600625,Entered,"Lloyd's Barber Shop (former)","80 Churchill Street, Childers","Bundaberg Regional Council"
601965,Entered,Lochiel,"6 Hillside Crescent, Hamilton","Brisbane City Council"
600495,Entered,"Lockyer Creek Railway Bridge (Clarendon)","Wulkuraka - Yarraman Line, Clarendon","Somerset Regional Council"
600515,Entered,"Lockyer Creek Railway Bridge (Guinn Park)","Toowoomba - Helidon Line, Murphys Creek","Lockyer Valley Regional Council"
600513,Entered,"Lockyer Creek Railway Bridge (Lockyer)","Toowoomba - Helidon Line, Lockyer Creek","Lockyer Valley Regional Council"
600650,Entered,"Lockyer Hotel","Victoria Street, Forest Hill","Lockyer Valley Regional Council"
602610,Entered,"Logan Village State School and Teacher Residence (former)","River and Wharf Streets, Logan Village","Logan City Council"
601849,Entered,"Lolworth Creek Battery","100km west of Charters Towers, Basalt","Charters Towers Regional Council"
601207,Entered,"London North Mine, Ravenswood","Elphinstone street, Ravenswood","Charters Towers Regional Council"
601541,Entered,"Longreach Powerhouse (former)","12 Swan Street, Longreach","Longreach Regional Council"
601970,Entered,"Longreach Railway Station","Capricorn Highway, Longreach","Longreach Regional Council"
601159,Entered,"Lonsdale House","283 Boundary Street, Spring Hill","Brisbane City Council"
600247,Entered,"Lota House - Edwin Marsden Tooth Memorial Home","162 Oceana Terrace, Lota","Brisbane City Council"
600680,Entered,"Loudoun House","Macdonald Street, Irvinebank","Mareeba Shire Council"
600724,Entered,"Lt Thomas Armstrong Memorial","Victoria Street, Mirani","Mackay Regional Council"
600251,Entered,Lucerne,"23 Fernberg Road, Paddington","Brisbane City Council"
600806,Entered,"Luck House","182 Quay Street, Rockhampton","Rockhampton Regional Council"
600408,Entered,"Lyall's Jewellery Shop","90 Mosman Street, Charters Towers","Charters Towers Regional Council"
601841,Entered,Lyndhurst,"3 London Road, Clayfield","Brisbane City Council"
601366,Entered,"Lytton Hill","Via South Street, Lytton","Brisbane City Council"
601347,Entered,"Lytton Quarantine Station (former)","160 South Street, Lytton","Brisbane City Council"
600514,Entered,"Ma Ma Creek War Memorial","Gatton Clifton Road, Ma Ma Creek","Lockyer Valley Regional Council"
601206,Entered,"Mabel Mill (former)","Barton Street, Ravenswood","Charters Towers Regional Council"
600147,Entered,"MacArthur Chambers","229 Queen Street, Brisbane City","Brisbane City Council"
601911,Entered,"Mackay Central State School","251 Alfred Street, Mackay","Mackay Regional Council"
600673,Entered,"Mackay Court House and Police Station","Victoria Street, Mackay","Mackay Regional Council"
600669,Entered,"Mackay Customs House","31 River Street, Mackay","Mackay Regional Council"
602766,Entered,"Mackay General Cemetery","Cemetery Road, Mackay","Mackay Regional Council"
602731,Entered,"Mackay Masonic Temple","57 Wood Street, Mackay","Mackay Regional Council"
650250,Entered,"Mackay Memorial Swimming Centre","2 Milton Street, Mackay","Mackay Regional Council"
602056,Entered,"Mackay Technical College (former)","Alfred Street, Mackay","Mackay Regional Council"
601107,Entered,"Mackay Town Hall (former)","63 Sydney Street, Mackay","Mackay Regional Council"
600319,Entered,"Mactaggarts Woolstore (former)","53 Vernon Terrace, Teneriffe","Brisbane City Council"
