id,document,tag,content
44,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,had constructed an ex-temporised boat by placing a bath tub from the officers’ quarters inside the four legs of a table turned upside down and paddled away to the mainland.
45,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,"he did not make use of the table, bath or tablecloth, but of a couple of forms which he made into a raft and was sighted with-in a few hundred yards of the island on Sunday morning, two and a half days after he had first been missed"
46,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,"Not so many months ago a couple of prisoners were reported to have got away from the penitentiary,"
47,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,they had not only broken out but also broken into the gaol enclosure and had secreted themselves in the ceiling of one of the workrooms.
49,04 Apr 1914 - IDEAL ST. HELENA..pdf.txt,escape,the convict had only about a mile of deep water to nego-tiate and could then wade through shallow water to the mainland.
69,05 Feb 1911 - DE PROFUNDIS..pdf.txt,escape,"two men tried to get away and failed. A gang of men were working in the quarry at the western end of the island, behind the superintendent’s house. War-der Rhodes, in charge, was on the ground. A number of men were on top engaged in cutting out shelves. It was midwinter; rain and mist obscured the atmosphere, and a semi-darkness set in about 4 o’clock in the afternoon. Two young fellows, each serving a three-years term, slipped away from the top unseen by the warder, and hiding in the mangrove swamp, were not missed until, about ten minutes to 5, when the gang mustered for return to the stockade."
70,05 Feb 1911 - DE PROFUNDIS..pdf.txt,escape,"younger of the two gaol-breakers was found in the mud, wet and hungry, about 7 o’clock, and created a good deal of amusement, on being returned to the stockade, by demanding, “Where’s MY HOMINY?” The other, a more experienced bushman, was at large until nearly midnight. He got into the water, and remained concealed there, his head hidden by the overhanging branches of a mangrove tree, until he thought he mightly safely venture forth. His plan was to get one of the horses, and by its aid swim the shark-infested channel to the mainland. The plan miscarried, owing to all the horses having been stabled, as soon as the alarm was given. As he approached the stable-door, he found himself look-, ing down the barrel of a rifle steadily poised in the hands of a warder."
199,13 January 1869.pdf.txt,escape,"At noon, on Saturday, the Visit-ing Justice, Mr. T. H. Barron, Inspector Lewis, and a body of police, with a black tracker, pro-ceeded to St. Helena Penal Establishment to assist in searching for two prisoners who had escaped from the working gangs engaged cutting down the man-grove scrub. On their arrival they found that the Water Police and Customs boats had been guarding the island all night, and had made diligent search during the morning."
200,13 January 1869.pdf.txt,escape,"They had tracked the two runaways to the beach and back, and also found a rudely constructed raft, made of bits of small drift wood, about a quarter of a mile from the beach, to seaward, which led the searchers to believe that the prisoners had either been attacked by sharks or drowned, as the raft was only sufficient to hold on to by the hands, the body bung immersed."
201,13 January 1869.pdf.txt,escape,"Had they succeeded in getting away from the island, there is little doubt that they must have been drowned, as the wind and tide would have taken them out to sea by the north passage."
202,13 January 1869.pdf.txt,escape,"The prisoners are both young men, the eldest being William Read, who was convicted of horse-stealing at Roma on the 21st April last, and sentenced to seven years’ penal servitude. The other, named James English, was convicted at the same place for a less offence in July, 1867, and sentenced to five years’ imprisonment."
203,16 Dec 1911 - BRISBANE NOTES..pdf.txt,escape,"suicide of a trade instructor. There was, it transpires, some connection between the escape and the tragedy in so far as the whisky which the convict Craig had in his possession in the gaol hospital, and gave to two of the inmates who slept while the escape was being executed, was innocently supplied in a spirit of mistaken kindness, by the unfortunate man who afterwards took his own life."
204,16 Dec 1911 - BRISBANE NOTES..pdf.txt,escape,"the convicts have been tried in accordance with the prison regulations, for breaking gaol, but no information as to the punish-ment meted out has so far been allowed to transpire."
403,31 Mar 1914 - ESCAPED PRISONER.pdf.txt,escape,"convict Hamilton, who disappeared from St Helena Island Prison last Thurs-day evening, was recaptured at about 11 o’clock yesterday morning."
404,31 Mar 1914 - ESCAPED PRISONER.pdf.txt,escape,"A warder, on duty, had his attention attracted by an object floating in the sea several hun-dred yards distant from the shore of the island, in the direction of the boat pas-sage. He immediately reported the mat-ter to his chief, and the prison launch, manned by a number of warders, put out to sea and was soon heading towards the floating object."
405,31 Mar 1914 - ESCAPED PRISONER.pdf.txt,escape,"As the launch drew closer it was no-ticed that the object was almost sub-merged. On it was the body of a man which was almost under the water. When the launch drew alongside the man was discovered to be Hamilton, the escaped convict. He was still dressed in prison garb and he was secured by the warders and placed on board the launch without any resistance. In fact, he was in too weak a condition, from the exposure and want of food, to resist. The object he was floating on was taken in tow and the party returned to the island, where the floating object was discovered to consist of two long forms, lashed together."
208,1867.pdf.txt,escape,"Friday morning last, three prisoners named Irwin, Dawson, and Morris"
209,1867.pdf.txt,escape,"A party of soldiers and warders started in pursuit of the runa-ways, who managed to secrete themselves in a thick scrub. Their pursuers, however, placed themselves in such a manner as to be able to discover any attempt on their part to leave their lurking place to procure food; they were, consequently, captured without re-sistance early on Saturday morning."
210,1867.pdf.txt,escape,"In their posses-sion was found two washing g tubs and a washing board, imperfectly fastened together with rope"
211,1867.pdf.txt,escape,"The Police Magistrate, Mr. Massie, and the Water Police Magistrate, Mr. Thorn— ton, held an investigation on Monday last concerning the escape of the prisoners, and sentenced them to be flogged. Irwin, who appears to have been the ring-leader, received thirty lashes, and Dawson and Morris twenty-five lashes each. The magistrates had occo-sion to sentence another prisoner named Hanlon to the infliction of twenty-four lashes for behaving in a very insubordinate manner."
212,1867.pdf.txt,escape,mention that the danger of attempted escape of prisoners from St. Helena is increased by the number and ferocity of the sharks which infest the Bay.
215,1873_No title.pdf.txt,escape,"two abori ginal convicts rushing from the gang in which ihev were working, and concealing themselves in a clump of cane."
